State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,02/05/2008,1000,1005,1003,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,05/05/2008,1000,1030,1015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,14/05/2008,1040,1040,1040,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,08/07/2008,1010,1010,1010,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,16/01/2015,1461,1461,1461,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,09/02/2015,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,28/03/2015,1400,1400,1400,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,10/09/2015,1450,1450,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,17/09/2015,1450,1450,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,09/11/2015,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,01/12/2015,1400,1550,1400,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,01/01/2016,1485,1485,1485,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,05/01/2016,1150,1415,1150,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,16/01/2016,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,21/01/2016,1450,1550,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,06/04/2016,1525,1525,1525,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,07/04/2016,1525,1525,1525,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,19/07/2016,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,12/12/2016,1900,1900,1900,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,29/07/2017,1630,1630,1630,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,17/08/2017,1650,1650,1650,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,27/01/2018,1700,1700,1700,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,05/04/2018,1735,1735,1735,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,27/03/2022,2050,2050,2050,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,22/04/2022,2015,2050,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,04/05/2022,2100,2100,2100,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,26/05/2022,2100,2100,2100,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,19/04/2023,2125,2130,2125,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,28/04/2023,2125,2125,2125,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,27/04/2024,2275,2275,2275,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,08/05/2024,2275,2275,2275,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,06/01/2016,1420,1420,1420,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,18/03/2016,1081,1081,1081,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,22/12/2016,1800,1800,1800,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,24/12/2016,1900,1900,1900,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,10/10/2017,1650,1650,1650,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,06/05/2008,1000,1025,1012,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,09/05/2008,1001,1020,1010,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,20/01/2015,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,05/03/2015,1450,1500,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,31/03/2015,1400,1400,1400,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,13/04/2015,1450,1450,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,19/04/2015,1450,1450,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,23/04/2015,1450,1450,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,04/08/2015,1350,1350,1350,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,13/11/2015,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,22/09/2014,1400,1400,1400,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,06/11/2014,1400,1400,1400,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,22/03/2018,1650,1650,1650,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,03/04/2022,2025,2025,2025,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,08/04/2022,2015,2031,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,11/04/2022,2015,2015,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,13/04/2022,2015,2015,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,19/04/2022,2015,2015,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,26/04/2022,2015,2200,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,03/05/2022,2100,2250,2100,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,06/04/2023,2126,2150,2126,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,07/04/2023,2126,2150,2126,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,10/04/2023,2126,2150,2126,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,12/04/2023,2125,2130,2125,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,18/04/2023,2125,2150,2125,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,20/04/2023,2125,2150,2125,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,25/04/2024,2275,2275,2275,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,29/04/2024,2275,2300,2275,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,13/05/2024,2275,2275,2275,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,08/05/2008,1005,1005,1005,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,10/05/2008,1000,1030,1015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,13/05/2008,1005,1005,1005,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,16/05/2008,1005,1005,1005,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,30/05/2008,1020,1020,1020,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,17/04/2009,0,1080,1080,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,06/10/2014,1400,1450,1400,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,18/10/2014,1396,1400,1396,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,16/12/2014,1480,1480,1480,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,19/12/2014,1450,1450,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,22/12/2014,1450,1450,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,02/01/2016,1420,1420,1420,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,11/01/2016,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,25/01/2016,1491,1491,1491,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,04/03/2016,1410,1500,1410,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,11/04/2016,1525,1525,1525,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,04/05/2016,1525,1525,1525,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,27/10/2016,1550,1550,1550,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,10/11/2016,1800,1800,1800,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,30/01/2015,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,30/06/2015,1350,1350,1350,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,04/07/2015,1350,1350,1350,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,21/09/2015,1450,1450,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,07/11/2015,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,05/12/2015,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,11/05/2017,1625,1625,1625,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,18/07/2017,1630,1630,1630,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,08/08/2017,1640,1640,1640,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,06/09/2017,1650,1650,1650,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,13/10/2017,1650,1650,1650,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,19/03/2018,1600,1600,1600,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,21/03/2018,1650,1650,1650,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,24/03/2018,1600,1600,1600,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,11/04/2018,1735,1735,1735,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,25/04/2018,1735,1735,1735,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,12/04/2019,1840,1840,1840,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,01/04/2022,2015,2025,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,09/04/2022,2020,2020,2020,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,10/04/2022,2015,2025,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,05/05/2022,2050,2050,2050,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,09/05/2022,2025,2025,2025,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,13/04/2023,2125,2130,2125,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,14/04/2023,2125,2130,2125,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,27/04/2023,2125,2125,2125,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,29/04/2023,2125,2125,2125,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,30/04/2024,2275,2300,2275,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,01/05/2024,2275,2290,2275,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,18/11/2014,1431,1431,1431,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,11/02/2015,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,02/04/2015,1000,1000,1000,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,27/04/2015,1450,1450,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,08/06/2015,1371,1371,1371,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,09/06/2015,1400,1400,1400,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,31/07/2015,1350,1350,1350,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,11/09/2015,1400,1400,1400,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,19/09/2015,1450,1450,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,02/10/2015,1400,1400,1400,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,15/05/2008,1005,1040,1022,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,27/05/2008,1020,1020,1020,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,31/05/2008,1020,1020,1020,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,06/08/2008,1000,1000,1000,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,01/10/2008,925,925,925,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,04/01/2016,1471,1471,1471,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,13/01/2016,1471,1471,1471,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,14/01/2016,1400,1400,1400,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,20/01/2016,1550,1550,1550,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,22/01/2016,1450,1450,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,20/02/2016,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,29/03/2016,1400,1400,1400,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,09/04/2016,1525,1525,1525,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,23/07/2016,1500,1550,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,26/10/2016,1750,1750,1750,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,04/01/2017,1850,1850,1850,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,28/07/2017,1630,1630,1630,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,22/08/2017,1650,1650,1650,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,17/03/2018,1600,1680,1600,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,10/04/2018,1735,1735,1735,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,29/05/2018,1100,1100,1100,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,02/04/2022,2025,2025,2025,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,04/04/2022,2015,2025,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,05/04/2022,2015,2025,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,07/04/2022,2015,2025,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,12/04/2022,2015,2015,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,14/04/2022,2015,2015,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,15/04/2022,2015,2015,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,20/04/2022,2020,2020,2020,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,29/04/2022,2050,2050,2050,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,23/05/2022,2020,2020,2020,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,30/04/2023,2127,2128,2127,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,05/05/2023,2125,2125,2125,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,09/05/2023,2125,2125,2125,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,09/04/2023,2126,2150,2126,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,11/05/2024,2275,2275,2275,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,07/05/2008,1000,1025,1012,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,12/05/2008,1005,1030,1017,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,28/05/2008,1000,1000,1000,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,04/06/2008,1010,1010,1010,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,27/08/2008,1005,1005,1005,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,04/11/2008,900,900,900,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,25/10/2014,1400,1400,1400,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,20/11/2014,1453,1453,1453,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,18/12/2014,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,10/01/2015,1460,1500,1460,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,12/02/2015,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,04/06/2015,1350,1350,1350,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,02/07/2015,1350,1350,1350,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,14/09/2015,1450,1450,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,16/09/2015,1450,1450,1450,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,18/11/2015,1496,1496,1496,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,08/01/2016,1476,1550,1476,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,12/01/2016,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,06/02/2016,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,14/03/2016,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,15/03/2016,1500,1500,1500,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,08/04/2016,1525,1525,1525,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,16/04/2016,1525,1525,1525,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,27/02/2018,1700,1700,1700,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,14/03/2018,1650,1650,1650,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,12/04/2018,1735,1735,1735,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,16/04/2018,1735,1735,1735,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,27/10/2017,1650,1650,1650,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,30/04/2019,1840,1840,1840,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,06/04/2022,2015,2025,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,21/04/2022,2015,2015,2015,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,11/04/2023,2126,2150,2126,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,26/04/2024,2275,2275,2275,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,03/05/2024,2275,2280,2275,1
Haryana,Gurgaon,Farukh Nagar,Wheat,Other,FAQ,06/05/2024,2275,2275,2275,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,28/05/2007,1000,1500,1300,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,17/06/2007,1000,1200,1100,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,12/11/2007,1000,1400,1250,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,14/11/2007,1100,1400,1300,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,24/11/2007,1000,1500,1220,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,25/11/2007,1100,1450,1230,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,26/11/2007,1200,1600,1436,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,27/11/2007,1000,1500,1320,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,08/02/2005,750,820,800,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,23/03/2005,710,750,740,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,06/04/2005,900,1000,950,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,28/04/2005,650,720,700,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,03/05/2005,650,720,700,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,10/05/2005,650,750,700,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,18/05/2005,690,900,800,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,19/05/2005,690,900,820,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,28/05/2005,800,900,850,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,14/06/2005,700,900,820,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,17/06/2005,750,900,820,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,25/06/2005,720,900,820,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,28/06/2005,750,850,820,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,29/07/2005,750,820,795,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,12/08/2005,750,800,790,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,15/08/2005,760,810,790,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,23/08/2005,770,790,780,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,10/09/2005,730,770,750,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,17/09/2005,720,790,760,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,19/09/2005,720,790,780,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,20/09/2005,730,790,760,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,21/09/2005,770,800,785,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,06/10/2005,770,810,790,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,11/10/2005,770,810,790,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,19/10/2005,740,810,790,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,24/10/2005,770,810,790,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,10/11/2005,770,820,800,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,15/11/2005,770,810,790,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,21/11/2005,780,830,800,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,23/11/2005,800,840,820,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,24/11/2005,780,825,810,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,29/11/2005,800,840,810,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,25/02/2008,1100,1200,1150,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,01/03/2008,1000,1200,1100,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,05/05/2008,1100,1500,1350,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,16/05/2008,1100,1400,1200,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,17/05/2008,1100,1300,1200,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,18/05/2008,1050,1110,1100,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,10/06/2008,1100,1400,1250,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,17/06/2008,1100,1400,1250,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,11/08/2008,1000,1200,1100,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,13/08/2008,1000,1200,1100,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,15/04/2006,700,750,720,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,19/04/2006,700,1000,850,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,26/04/2006,740,800,750,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,26/04/2003,620,632,630,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,09/01/2006,800,900,880,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,27/02/2006,880,940,900,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,06/05/2006,750,850,800,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,02/05/2003,620,640,630,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,06/05/2003,630,650,640,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,18/02/2005,760,810,795,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,07/03/2005,720,730,727,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,03/04/2005,700,750,730,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,09/04/2005,650,1000,700,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,21/05/2005,700,900,800,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,30/05/2005,800,900,850,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,04/06/2005,790,1000,850,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,20/06/2005,760,900,850,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,27/06/2005,700,850,790,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,29/06/2005,700,900,820,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,04/07/2005,700,900,820,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,16/07/2005,700,850,800,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,20/07/2005,740,850,795,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,22/07/2005,740,850,795,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,25/07/2005,750,800,795,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,28/07/2005,750,850,795,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,03/08/2005,750,790,785,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,04/08/2005,750,790,780,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,13/08/2005,760,800,780,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,31/08/2005,720,750,740,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,08/09/2005,720,780,750,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,29/09/2005,770,810,790,1
Haryana,Gurgaon,Gurgaon,Wheat,Other,FAQ,30/09/2005,770,810,790,1
